2001,FALSE,2012,3,0,赵旭东
2002,TRUE,2015,13,12,赵延东
2007,FALSE,2013,3,0,赵晔琴
2001,FALSE,2005,2,0,赵志裕
1986,FALSE,1993,2,0,赵子祥
1997,FALSE,2008,4,0,折晓叶
1991,FALSE,1991,1,0,郑晨
2003,FALSE,2007,2,0,郑丹丹
2012,FALSE,2013,2,0,郑风田
2004,TRUE,2015,7,2,郑广怀
1986,FALSE,2011,13,0,郑杭生
2009,TRUE,2009,1,1,郑辉
2006,FALSE,2006,1,0,郑莉
1999,TRUE,2015,2,2,郑路
2014,TRUE,2014,1,1,郑卫东
2013,TRUE,2013,1,1,郑晓瑛
2009,FALSE,2010,2,0,郑雄飞
1992,FALSE,2003,7,0,郑也夫
2003,FALSE,2014,6,0,郑震
1993,FALSE,1994,2,0,钟年
2012,TRUE,2014,3,1,钟涨宝
1990,FALSE,2001,8,0,周大鸣
2003,TRUE,2015,7,1,周飞舟
1992,FALSE,1995,2,0,周积明
2014,FALSE,2014,2,0,周黎安
2014,TRUE,2014,1,1,周旅军
1988,TRUE,2014,7,1,周敏
2011,FALSE,2011,1,0,周明
2007,FALSE,2007,1,0,周松青
2011,FALSE,2011,1,0,周潇
1987,TRUE,2014,14,1,周晓虹
1999,TRUE,2014,10,2,周雪光
1994,TRUE,2014,14,5,周怡
2006,TRUE,2006,1,1,周玉
1994,FALSE,1994,1,0,周源
1987,FALSE,1987,1,0,周云
1996,FALSE,2001,7,0,周长城
2014,FALSE,2015,4,0,朱斌
2012,TRUE,2012,1,1,朱迪
2008,FALSE,2008,1,0,朱虹
2007,FALSE,2014,4,0,朱健刚
1994,FALSE,1994,1,0,朱力
1986,FALSE,1998,32,0,朱庆芳
1998,FALSE,1998,1,0,朱秋霞
1995,FALSE,1995,1,0,朱士群
2009,FALSE,2015,3,0,朱涛
2008,FALSE,2012,2,0,朱伟珏
2004,FALSE,2010,2,0,朱晓阳
2006,TRUE,2011,3,2,朱旭峰
2014,FALSE,2014,1,0,朱亚鹏
2011,TRUE,2011,1,1,朱妍
2008,TRUE,2013,3,1,庄文嘉
2005,FALSE,2005,1,0,庄雅仲
2011,TRUE,2013,2,2,邹宇春
